,Regiao_Geografica,Unidade_da_Federacao,Municipio,Codigo_do_Municipio,Matriculas_Total,Matriculas_Fem_Total,MF_Nao_Declarada,MF_Branca,MF_Preta,MF_Parda,MF_Amarela,MF_Indigena,Matriculas_Masc_Total,MM_Nao_Declarada,MM_Branca,MM_Preta,MM_Parda,MM_Amarela,MM_Indigena
2652,Sudeste ,Minas Gerais ,Itapecerica ,3133501,3344,1647,132,874,69,566,0,6,1697,115,956,71,548,2,5
2653,Sudeste ,Minas Gerais ,Itapeva ,3133600,2362,1130,225,572,40,292,1,0,1232,225,602,43,361,0,1
2654,Sudeste ,Minas Gerais ,Itatiaiuçu ,3133709,2909,1401,149,357,46,843,6,0,1508,127,387,57,934,3,0
2655,Sudeste ,Minas Gerais ,Itaú de Minas ,3133758,2644,1308,288,737,40,243,0,0,1336,318,716,39,259,4,0
2656,Sudeste ,Minas Gerais ,Itaúna ,3133808,17966,8784,1152,3850,418,3329,27,8,9182,1193,4107,441,3402,34,5
2657,Sudeste ,Minas Gerais ,Itaverava ,3133907,986,502,21,174,42,264,1,0,484,19,173,54,237,1,0
2658,Sudeste ,Minas Gerais ,Itinga ,3134004,2693,1315,46,229,58,978,4,0,1378,35,227,69,1046,1,0
2659,Sudeste ,Minas Gerais ,Itueta ,3134103,1098,532,216,120,13,181,2,0,566,234,127,12,193,0,0
2660,Sudeste ,Minas Gerais ,Ituiutaba ,3134202,22129,10976,1557,4950,519,3920,25,5,11153,1678,4924,540,3983,26,2
2661,Sudeste ,Minas Gerais ,Itumirim ,3134301,1045,528,162,171,32,162,0,1,517,167,148,27,170,5,0
2662,Sudeste ,Minas Gerais ,Iturama ,3134400,8903,4537,395,2185,162,1781,13,1,4366,377,2150,164,1671,3,1
2663,Sudeste ,Minas Gerais ,Itutinga ,3134509,722,348,22,146,24,153,3,0,374,24,163,26,160,1,0
2664,Sudeste ,Minas Gerais ,Jaboticatubas ,3134608,3601,1803,155,341,109,1194,2,2,1798,163,317,109,1202,3,4
2665,Sudeste ,Minas Gerais ,Jacinto ,3134707,2332,1190,41,168,23,957,0,1,1142,44,185,26,886,1,0
2666,Sudeste ,Minas Gerais ,Jacuí ,3134806,1383,646,58,467,2,118,1,0,737,82,537,10,108,0,0
2667,Sudeste ,Minas Gerais ,Jacutinga ,3134905,5788,2867,220,2062,61,522,1,1,2921,211,2172,54,477,1,6
2668,Sudeste ,Minas Gerais ,Jaguaraçu ,3135001,512,240,49,41,26,124,0,0,272,68,53,31,119,1,0
2669,Sudeste ,Minas Gerais ,Jaíba ,3135050,9753,4764,250,842,343,3297,25,7,4989,275,882,344,3451,25,12
2670,Sudeste ,Minas Gerais ,Jampruca ,3135076,905,437,200,17,9,211,0,0,468,175,37,26,229,1,0
2671,Sudeste ,Minas Gerais ,Janaúba ,3135100,16989,8551,657,1724,722,5430,14,4,8438,666,1666,727,5358,19,2
2672,Sudeste ,Minas Gerais ,Januária ,3135209,16813,8408,1310,1147,580,5311,41,19,8405,1331,1066,587,5360,48,13
2673,Sudeste ,Minas Gerais ,Japaraíba ,3135308,981,471,100,204,12,154,0,1,510,119,231,13,146,1,0
2674,Sudeste ,Minas Gerais ,Japonvar ,3135357,1747,878,246,125,4,501,2,0,869,230,106,9,522,2,0
2675,Sudeste ,Minas Gerais ,Jeceaba ,3135407,1167,607,65,237,28,276,1,0,560,57,191,35,276,1,0
2676,Sudeste ,Minas Gerais ,Jenipapo de Minas ,3135456,1452,717,7,98,67,544,0,1,735,15,97,89,533,0,1
2677,Sudeste ,Minas Gerais ,Jequeri ,3135506,2519,1294,24,382,97,786,5,0,1225,25,367,81,749,3,0
2678,Sudeste ,Minas Gerais ,Jequitaí ,3135605,1458,732,172,95,38,423,4,0,726,180,78,32,435,1,0
2679,Sudeste ,Minas Gerais ,Jequitibá ,3135704,996,481,41,111,15,312,2,0,515,44,111,24,336,0,0
2680,Sudeste ,Minas Gerais ,Jequitinhonha ,3135803,4984,2545,830,243,73,1398,1,0,2439,865,216,64,1294,0,0
2681,Sudeste ,Minas Gerais ,Jesuânia ,3135902,828,412,34,301,7,69,1,0,416,37,304,9,65,1,0
2682,Sudeste ,Minas Gerais ,Joaíma ,3136009,3225,1553,37,135,23,1356,0,2,1672,55,150,34,1431,1,1
2683,Sudeste ,Minas Gerais ,Joanésia ,3136108,751,410,10,69,8,323,0,0,341,10,52,16,262,1,0
2684,Sudeste ,Minas Gerais ,João Monlevade ,3136207,15368,7560,398,2392,866,3859,36,9,7808,393,2491,859,4011,50,4
2685,Sudeste ,Minas Gerais ,João Pinheiro ,3136306,10851,5510,243,1442,328,3460,36,1,5341,237,1436,292,3352,24,0
2686,Sudeste ,Minas Gerais ,Joaquim Felício ,3136405,780,390,49,75,25,241,0,0,390,56,67,24,242,1,0
2687,Sudeste ,Minas Gerais ,Jordânia ,3136504,1901,897,68,119,12,694,3,1,1004,65,101,19,814,4,1
2688,Sudeste ,Minas Gerais ,José Gonçalves de Minas ,3136520,828,400,5,78,21,294,1,1,428,3,82,21,321,1,0
2689,Sudeste ,Minas Gerais ,José Raydan ,3136553,910,449,9,57,12,371,0,0,461,9,55,14,382,1,0
2690,Sudeste ,Minas Gerais ,Josenópolis ,3136579,898,425,23,74,5,323,0,0,473,40,63,4,365,1,0
2691,Sudeste ,Minas Gerais ,Juatuba ,3136652,6875,3362,364,798,200,1978,18,4,3513,309,765,252,2159,22,6
2692,Sudeste ,Minas Gerais ,Juiz de Fora ,3136702,110648,55457,6801,24222,8162,16029,205,38,55191,6429,24314,8149,16114,146,39
2693,Sudeste ,Minas Gerais ,Juramento ,3136801,755,365,11,47,4,303,0,0,390,10,61,8,311,0,0
2694,Sudeste ,Minas Gerais ,Juruaia ,3136900,2075,1026,265,632,6,122,0,1,1049,265,642,10,130,2,0
2695,Sudeste ,Minas Gerais ,Juvenília ,3136959,1424,698,338,104,11,244,0,1,726,347,107,13,257,1,1
2696,Sudeste ,Minas Gerais ,Ladainha ,3137007,3102,1528,215,162,92,940,0,119,1574,236,135,93,1012,1,97
2697,Sudeste ,Minas Gerais ,Lagamar ,3137106,1381,665,32,319,20,294,0,0,716,31,354,18,312,1,0
2698,Sudeste ,Minas Gerais ,Lagoa da Prata ,3137205,9518,4786,432,2240,260,1843,11,0,4732,494,2110,277,1842,8,1
2699,Sudeste ,Minas Gerais ,Lagoa dos Patos ,3137304,784,360,65,41,7,246,1,0,424,88,56,13,262,5,0
2700,Sudeste ,Minas Gerais ,Lagoa Dourada ,3137403,2462,1253,143,652,69,387,1,1,1209,122,654,57,370,5,1
2701,Sudeste ,Minas Gerais ,Lagoa Formosa ,3137502,3334,1613,199,744,51,617,2,0,1721,198,821,46,654,2,0
2702,Sudeste ,Minas Gerais ,Lagoa Grande ,3137536,1783,893,134,248,24,484,3,0,890,123,242,21,504,0,0
2703,Sudeste ,Minas Gerais ,Lagoa Santa ,3137601,14706,7230,2829,1614,249,2508,22,8,7476,2984,1652,258,2558,19,5
2704,Sudeste ,Minas Gerais ,Lajinha ,3137700,4237,2083,635,487,60,898,2,1,2154,609,547,81,914,3,0
2705,Sudeste ,Minas Gerais ,Lambari ,3137809,3783,1896,128,1259,64,441,4,0,1887,128,1255,71,431,0,2
2706,Sudeste ,Minas Gerais ,Lamim ,3137908,639,314,49,130,23,110,2,0,325,53,119,25,128,0,0
2707,Sudeste ,Minas Gerais ,Laranjal ,3138005,998,479,316,91,29,42,0,1,519,357,99,26,36,1,0
2708,Sudeste ,Minas Gerais ,Lassance ,3138104,1244,628,98,66,40,420,4,0,616,81,71,37,426,1,0
2709,Sudeste ,Minas Gerais ,Lavras ,3138203,21197,10772,2572,4239,986,2926,47,2,10425,2442,4317,896,2720,47,3
2710,Sudeste ,Minas Gerais ,Leandro Ferreira ,3138302,632,334,3,159,9,161,1,1,298,3,137,16,142,0,0
2711,Sudeste ,Minas Gerais ,Leme do Prado ,3138351,1091,540,160,103,35,240,1,1,551,152,110,29,259,0,1
2712,Sudeste ,Minas Gerais ,Leopoldina ,3138401,10893,5377,1185,1856,775,1544,13,4,5516,1179,1928,808,1587,11,3
2713,Sudeste ,Minas Gerais ,Liberdade ,3138500,786,379,4,242,18,115,0,0,407,4,298,16,88,0,1
2714,Sudeste ,Minas Gerais ,Lima Duarte ,3138609,3570,1780,142,809,195,633,0,1,1790,158,814,182,632,3,1
2715,Sudeste ,Minas Gerais ,Limeira do Oeste ,3138625,1930,941,29,326,36,548,1,1,989,19,364,39,563,4,0
2716,Sudeste ,Minas Gerais ,Lontra ,3138658,1995,955,72,188,15,679,1,0,1040,65,243,10,721,1,0
2717,Sudeste ,Minas Gerais ,Luisburgo ,3138674,1398,731,10,391,25,305,0,0,667,6,341,21,299,0,0
2718,Sudeste ,Minas Gerais ,Luislândia ,3138682,1498,724,96,91,41,495,1,0,774,101,106,49,517,1,0
2719,Sudeste ,Minas Gerais ,Luminárias ,3138708,1017,497,181,158,15,140,2,1,520,195,189,14,121,1,0
2720,Sudeste ,Minas Gerais ,Luz ,3138807,3179,1576,40,562,59,914,0,1,1603,41,589,73,900,0,0
2721,Sudeste ,Minas Gerais ,Machacalis ,3138906,1478,747,151,87,7,501,0,1,731,153,76,2,500,0,0
2722,Sudeste ,Minas Gerais ,Machado ,3139003,8624,4322,968,2075,262,1012,4,1,4302,987,2022,287,1001,3,2
2723,Sudeste ,Minas Gerais ,Madre de Deus de Minas ,3139102,928,498,92,243,33,130,0,0,430,62,235,33,99,1,0
2724,Sudeste ,Minas Gerais ,Malacacheta ,3139201,3773,1886,58,286,96,1442,4,0,1887,89,267,95,1434,1,1
2725,Sudeste ,Minas Gerais ,Mamonas ,3139250,1078,503,56,231,3,211,2,0,575,77,229,3,263,3,0
2726,Sudeste ,Minas Gerais ,Manga ,3139300,4827,2404,344,315,245,1480,16,4,2423,345,322,251,1477,22,6
2727,Sudeste ,Minas Gerais ,Manhuaçu ,3139409,21194,10658,933,4516,585,4583,37,4,10536,947,4422,523,4612,29,3
2728,Sudeste ,Minas Gerais ,Manhumirim ,3139508,4756,2501,204,1122,169,1001,3,2,2255,190,1001,146,916,2,0
2729,Sudeste ,Minas Gerais ,Mantena ,3139607,5682,2885,155,711,101,1916,2,0,2797,126,696,98,1874,3,0
2730,Sudeste ,Minas Gerais ,Mar de Espanha ,3139805,2490,1244,191,572,174,307,0,0,1246,200,515,179,350,1,1
2731,Sudeste ,Minas Gerais ,Maravilhas ,3139706,1419,664,23,289,22,330,0,0,755,39,322,32,360,1,1
2732,Sudeste ,Minas Gerais ,Maria da Fé ,3139904,2966,1416,90,1036,36,252,2,0,1550,106,1126,30,283,5,0
2733,Sudeste ,Minas Gerais ,Mariana ,3140001,14548,7183,2864,1210,653,2412,39,5,7365,2893,1237,679,2510,41,5
2734,Sudeste ,Minas Gerais ,Marilac ,3140100,1038,515,167,32,21,294,0,1,523,194,39,29,261,0,0
2735,Sudeste ,Minas Gerais ,Mário Campos ,3140159,3319,1625,229,337,63,990,6,0,1694,241,352,78,1015,6,2
2736,Sudeste ,Minas Gerais ,Maripá de Minas ,3140209,625,286,205,48,7,26,0,0,339,256,49,10,24,0,0
2737,Sudeste ,Minas Gerais ,Marliéria ,3140308,1031,509,228,55,46,179,1,0,522,232,42,32,215,1,0
2738,Sudeste ,Minas Gerais ,Marmelópolis ,3140407,541,256,38,130,7,81,0,0,285,36,145,6,98,0,0
2739,Sudeste ,Minas Gerais ,Martinho Campos ,3140506,2734,1373,119,678,40,517,8,11,1361,108,684,27,516,12,14
2740,Sudeste ,Minas Gerais ,Martins Soares ,3140530,1627,817,236,249,28,302,2,0,810,258,207,31,310,4,0
2741,Sudeste ,Minas Gerais ,Mata Verde ,3140555,1790,920,169,128,12,610,1,0,870,171,80,5,613,1,0
2742,Sudeste ,Minas Gerais ,Materlândia ,3140605,916,477,27,61,39,350,0,0,439,29,66,28,316,0,0
2743,Sudeste ,Minas Gerais ,Mateus Leme ,3140704,8215,3945,202,1098,264,2362,19,0,4270,268,1211,260,2508,21,2
2744,Sudeste ,Minas Gerais ,Mathias Lobato ,3171501,881,413,13,42,31,327,0,0,468,19,47,40,362,0,0
2745,Sudeste ,Minas Gerais ,Matias Barbosa ,3140803,2401,1164,91,445,132,490,4,2,1237,98,479,191,469,0,0
2746,Sudeste ,Minas Gerais ,Matias Cardoso ,3140852,2379,1201,547,89,103,452,9,1,1178,575,87,100,403,12,1
2747,Sudeste ,Minas Gerais ,Matipó ,3140902,5159,2744,43,606,236,1852,5,2,2415,15,497,216,1687,0,0
2748,Sudeste ,Minas Gerais ,Mato Verde ,3141009,3106,1709,78,532,63,1033,2,1,1397,46,461,45,841,4,0
2749,Sudeste ,Minas Gerais ,Matozinhos ,3141108,7483,3706,416,801,194,2278,16,1,3777,467,787,167,2329,25,2
2750,Sudeste ,Minas Gerais ,Matutina ,3141207,664,338,76,182,11,67,2,0,326,81,186,7,52,0,0
2751,Sudeste ,Minas Gerais ,Medeiros ,3141306,761,367,26,218,7,114,2,0,394,14,212,12,152,4,0
2752,Sudeste ,Minas Gerais ,Medina ,3141405,4411,2197,101,331,27,1737,1,0,2214,77,321,36,1776,4,0
2753,Sudeste ,Minas Gerais ,Mendes Pimentel ,3141504,1093,598,12,192,25,367,1,1,495,11,145,18,321,0,0
2754,Sudeste ,Minas Gerais ,Mercês ,3141603,1791,864,118,458,43,241,3,1,927,133,471,40,282,1,0
2755,Sudeste ,Minas Gerais ,Mesquita ,3141702,996,495,29,70,13,383,0,0,501,36,54,9,402,0,0
2756,Sudeste ,Minas Gerais ,Minas Novas ,3141801,5613,2774,376,371,194,1820,12,1,2839,465,352,211,1797,12,2
2757,Sudeste ,Minas Gerais ,Minduri ,3141900,742,389,3,145,55,186,0,0,353,0,117,70,166,0,0
2758,Sudeste ,Minas Gerais ,Mirabela ,3142007,2571,1288,230,130,44,878,5,1,1283,240,136,34,863,7,3
2759,Sudeste ,Minas Gerais ,Miradouro ,3142106,1525,754,116,318,30,290,0,0,771,134,334,41,261,1,0
2760,Sudeste ,Minas Gerais ,Miraí ,3142205,2333,1149,310,456,116,267,0,0,1184,384,441,95,262,1,1
2761,Sudeste ,Minas Gerais ,Miravânia ,3142254,1041,505,202,54,4,238,4,3,536,207,56,10,258,0,5
2762,Sudeste ,Minas Gerais ,Moeda ,3142304,960,470,15,168,41,241,5,0,490,18,169,38,265,0,0
2763,Sudeste ,Minas Gerais ,Moema ,3142403,1444,722,305,235,19,163,0,0,722,313,202,15,191,1,0
2764,Sudeste ,Minas Gerais ,Monjolos ,3142502,460,225,86,19,10,109,1,0,235,84,21,4,126,0,0
2765,Sudeste ,Minas Gerais ,Monsenhor Paulo ,3142601,1586,748,35,504,43,166,0,0,838,29,531,50,228,0,0
2766,Sudeste ,Minas Gerais ,Montalvânia ,3142700,3074,1516,596,263,29,627,1,0,1558,604,304,36,610,3,1
2767,Sudeste ,Minas Gerais ,Monte Alegre de Minas ,3142809,4062,2044,683,688,50,620,3,0,2018,730,610,62,614,1,1
2768,Sudeste ,Minas Gerais ,Monte Azul ,3142908,3660,1788,356,512,37,880,3,0,1872,359,558,42,912,1,0
2769,Sudeste ,Minas Gerais ,Monte Belo ,3143005,2187,1085,70,868,11,135,1,0,1102,65,863,15,159,0,0
2770,Sudeste ,Minas Gerais ,Monte Carmelo ,3143104,9660,4939,610,2328,210,1775,14,2,4721,630,2247,178,1649,15,2
2771,Sudeste ,Minas Gerais ,Monte Formoso ,3143153,1110,523,108,59,7,349,0,0,587,122,69,9,387,0,0
2772,Sudeste ,Minas Gerais ,Monte Santo de Minas ,3143203,3791,1908,734,799,26,344,4,1,1883,713,802,27,336,2,3
2773,Sudeste ,Minas Gerais ,Monte Sião ,3143401,4743,2333,402,1589,39,299,2,2,2410,404,1648,32,324,2,0
2774,Sudeste ,Minas Gerais ,Montes Claros ,3143302,87783,43796,6063,9351,1776,26370,197,39,43987,6249,9413,1722,26393,188,22
2775,Sudeste ,Minas Gerais ,Montezuma ,3143450,1477,746,358,126,14,245,3,0,731,348,134,11,236,2,0
2776,Sudeste ,Minas Gerais ,Morada Nova de Minas ,3143500,1822,887,102,387,17,358,23,0,935,120,376,21,384,33,1
2777,Sudeste ,Minas Gerais ,Morro da Garça ,3143609,515,228,4,46,8,170,0,0,287,7,54,6,220,0,0
2778,Sudeste ,Minas Gerais ,Morro do Pilar ,3143708,644,329,89,37,18,185,0,0,315,80,47,18,170,0,0
2779,Sudeste ,Minas Gerais ,Munhoz ,3143807,1394,655,76,472,13,93,0,1,739,105,503,8,120,3,0
2780,Sudeste ,Minas Gerais ,Muriaé ,3143906,22057,11061,1502,5310,859,3361,23,6,10996,1539,5262,788,3387,17,3
2781,Sudeste ,Minas Gerais ,Mutum ,3144003,4985,2403,243,553,69,1529,9,0,2582,280,561,85,1647,7,2
2782,Sudeste ,Minas Gerais ,Muzambinho ,3144102,6565,3243,562,2086,90,498,4,3,3322,597,2097,91,528,7,2
2783,Sudeste ,Minas Gerais ,Nacip Raydan ,3144201,472,249,6,30,26,186,1,0,223,11,29,19,162,2,0
2784,Sudeste ,Minas Gerais ,Nanuque ,3144300,7335,3693,611,511,150,2404,16,1,3642,581,501,153,2396,10,1
2785,Sudeste ,Minas Gerais ,Naque ,3144359,1627,813,169,32,23,588,0,1,814,161,39,25,586,1,2
2786,Sudeste ,Minas Gerais ,Natalândia ,3144375,1412,669,91,138,23,414,2,1,743,111,154,18,454,5,1
2787,Sudeste ,Minas Gerais ,Natércia ,3144409,734,354,39,243,19,53,0,0,380,32,282,18,48,0,0
2788,Sudeste ,Minas Gerais ,Nazareno ,3144508,1558,749,50,296,75,327,1,0,809,58,355,63,331,2,0
2789,Sudeste ,Minas Gerais ,Nepomuceno ,3144607,5166,2538,140,1129,208,1058,3,0,2628,144,1153,209,1116,6,0
2790,Sudeste ,Minas Gerais ,Ninheira ,3144656,1894,931,130,179,29,590,3,0,963,159,167,23,610,4,0
2791,Sudeste ,Minas Gerais ,Nova Belém ,3144672,796,385,3,61,18,300,2,1,411,7,59,16,329,0,0
2792,Sudeste ,Minas Gerais ,Nova Era ,3144706,3926,1982,203,365,216,1192,4,2,1944,216,328,220,1177,2,1
2793,Sudeste ,Minas Gerais ,Nova Lima ,3144805,23887,11673,3609,3674,501,3853,31,5,12214,3831,3808,502,4029,32,12
2794,Sudeste ,Minas Gerais ,Nova Módica ,3144904,751,374,21,53,35,211,54,0,377,20,39,34,231,53,0
2795,Sudeste ,Minas Gerais ,Nova Ponte ,3145000,3246,1582,536,567,35,443,0,1,1664,492,605,47,515,5,0
2796,Sudeste ,Minas Gerais ,Nova Porteirinha ,3145059,1299,669,120,109,42,395,2,1,630,117,106,26,379,2,0
2797,Sudeste ,Minas Gerais ,Nova Resende ,3145109,3285,1629,187,1159,20,263,0,0,1656,161,1163,23,307,0,2
2798,Sudeste ,Minas Gerais ,Nova Serrana ,3145208,25248,12531,1038,4108,528,6795,57,5,12717,1065,4334,497,6765,48,8
2799,Sudeste ,Minas Gerais ,Nova União ,3136603,1214,650,116,116,27,389,1,1,564,105,111,29,319,0,0
2800,Sudeste ,Minas Gerais ,Novo Cruzeiro ,3145307,6458,3261,113,430,189,2521,8,0,3197,96,384,227,2482,8,0
2801,Sudeste ,Minas Gerais ,Novo Oriente de Minas ,3145356,2392,1203,64,187,22,927,2,1,1189,58,167,22,937,2,3
2802,Sudeste ,Minas Gerais ,Novorizonte ,3145372,1042,533,49,155,8,320,1,0,509,37,138,3,331,0,0
2803,Sudeste ,Minas Gerais ,Olaria ,3145406,392,205,19,105,14,66,0,1,187,16,96,17,57,1,0
2804,Sudeste ,Minas Gerais ,Olhos-d'Água ,3145455,1317,639,137,92,29,371,10,0,678,186,71,39,369,13,0
2805,Sudeste ,Minas Gerais ,Olímpio Noronha ,3145505,459,235,5,168,21,41,0,0,224,6,146,16,56,0,0
2806,Sudeste ,Minas Gerais ,Oliveira ,3145604,7167,3509,515,1466,303,1224,1,0,3658,619,1446,311,1278,4,0
2807,Sudeste ,Minas Gerais ,Oliveira Fortes ,3145703,291,154,24,88,5,37,0,0,137,19,82,5,30,1,0
2808,Sudeste ,Minas Gerais ,Onça de Pitangui ,3145802,564,285,22,78,10,174,1,0,279,17,79,11,172,0,0
2809,Sudeste ,Minas Gerais ,Oratórios ,3145851,1030,504,70,100,83,248,3,0,526,87,99,70,268,2,0
2810,Sudeste ,Minas Gerais ,Orizânia ,3145877,1876,979,515,214,16,221,11,2,897,440,212,22,214,7,2
2811,Sudeste ,Minas Gerais ,Ouro Branco ,3145901,9541,4685,683,1732,274,1973,20,3,4856,739,1775,313,2015,10,4
2812,Sudeste ,Minas Gerais ,Ouro Fino ,3146008,6465,3270,298,2392,61,514,5,0,3195,257,2345,70,518,3,2
2813,Sudeste ,Minas Gerais ,Ouro Preto ,3146107,16182,8034,5279,794,337,1599,24,1,8148,5471,798,327,1534,17,1
2814,Sudeste ,Minas Gerais ,Ouro Verde de Minas ,3146206,1506,695,116,91,48,439,0,1,811,157,100,53,501,0,0
2815,Sudeste ,Minas Gerais ,Padre Carvalho ,3146255,1198,605,50,107,5,440,2,1,593,46,97,7,441,2,0
2816,Sudeste ,Minas Gerais ,Padre Paraíso ,3146305,4369,2079,43,247,31,1754,3,1,2290,34,283,57,1916,0,0
2817,Sudeste ,Minas Gerais ,Pai Pedro ,3146552,1353,660,40,79,20,518,3,0,693,41,73,31,548,0,0
2818,Sudeste ,Minas Gerais ,Paineiras ,3146404,679,340,22,214,7,96,1,0,339,28,215,8,87,0,1
2819,Sudeste ,Minas Gerais ,Pains ,3146503,1318,657,38,334,62,223,0,0,661,29,325,84,222,0,1
2820,Sudeste ,Minas Gerais ,Paiva ,3146602,247,120,10,65,4,41,0,0,127,14,73,6,34,0,0
2821,Sudeste ,Minas Gerais ,Palma ,3146701,905,406,121,128,79,78,0,0,499,145,190,83,80,1,0
2822,Sudeste ,Minas Gerais ,Palmópolis ,3146750,1252,610,24,97,15,473,1,0,642,27,92,20,502,1,0
2823,Sudeste ,Minas Gerais ,Papagaios ,3146909,3034,1496,66,539,67,807,17,0,1538,87,547,63,824,16,1
2824,Sudeste ,Minas Gerais ,Pará de Minas ,3147105,19925,9773,1445,4022,304,3973,26,3,10152,1509,4183,337,4100,23,0
2825,Sudeste ,Minas Gerais ,Paracatu ,3147006,23446,12049,735,2202,1091,7961,56,4,11397,713,2076,1051,7519,32,6
2826,Sudeste ,Minas Gerais ,Paraguaçu ,3147204,3948,1938,542,991,44,359,1,1,2010,539,1022,63,385,1,0
2827,Sudeste ,Minas Gerais ,Paraisópolis ,3147303,3859,1907,37,1575,44,251,0,0,1952,39,1593,55,265,0,0
2828,Sudeste ,Minas Gerais ,Paraopeba ,3147402,4844,2366,200,406,134,1621,4,1,2478,208,426,141,1697,5,1
2829,Sudeste ,Minas Gerais ,Passa Quatro ,3147600,3016,1470,12,1224,40,194,0,0,1546,11,1285,41,207,2,0
2830,Sudeste ,Minas Gerais ,Passa Tempo ,3147709,1293,634,20,381,45,188,0,0,659,18,393,52,196,0,0
2831,Sudeste ,Minas Gerais ,Passa Vinte ,3147808,376,184,51,80,7,45,1,0,192,65,87,5,35,0,0
2832,Sudeste ,Minas Gerais ,Passabém ,3147501,307,143,13,35,4,89,1,1,164,8,44,10,101,1,0
2833,Sudeste ,Minas Gerais ,Passos ,3147907,22586,11305,1265,5988,611,3416,22,3,11281,1395,5891,640,3330,21,4
2834,Sudeste ,Minas Gerais ,Patis ,3147956,1146,568,7,74,5,482,0,0,578,5,73,2,498,0,0
2835,Sudeste ,Minas Gerais ,Patos de Minas ,3148004,31994,16276,1412,7939,604,6249,60,12,15718,1391,7687,540,6044,45,11
2836,Sudeste ,Minas Gerais ,Patrocínio ,3148103,20594,10243,608,4938,462,4173,53,9,10351,647,5040,483,4132,45,4
2837,Sudeste ,Minas Gerais ,Patrocínio do Muriaé ,3148202,905,460,181,126,14,137,2,0,445,163,133,20,129,0,0
2838,Sudeste ,Minas Gerais ,Paula Cândido ,3148301,1449,721,192,219,55,253,2,0,728,203,208,54,261,2,0
2839,Sudeste ,Minas Gerais ,Paulistas ,3148400,994,489,54,54,28,353,0,0,505,76,58,24,347,0,0
2840,Sudeste ,Minas Gerais ,Pavão ,3148509,1405,712,102,89,27,492,1,1,693,79,72,19,522,1,0
2841,Sudeste ,Minas Gerais ,Peçanha ,3148608,2897,1484,415,286,69,710,3,1,1413,415,252,61,681,3,1
2842,Sudeste ,Minas Gerais ,Pedra Azul ,3148707,5229,2660,794,235,54,1576,1,0,2569,789,239,47,1489,1,4
2843,Sudeste ,Minas Gerais ,Pedra Bonita ,3148756,1677,789,156,283,28,321,0,1,888,186,309,29,362,1,1
2844,Sudeste ,Minas Gerais ,Pedra do Anta ,3148806,584,305,3,100,24,178,0,0,279,6,62,40,171,0,0
2845,Sudeste ,Minas Gerais ,Pedra do Indaiá ,3148905,695,358,112,152,10,83,0,1,337,93,156,8,79,0,1
2846,Sudeste ,Minas Gerais ,Pedra Dourada ,3149002,611,306,13,126,23,144,0,0,305,8,118,21,158,0,0
2847,Sudeste ,Minas Gerais ,Pedralva ,3149101,1762,874,25,617,18,213,1,0,888,33,624,27,204,0,0
2848,Sudeste ,Minas Gerais ,Pedras de Maria da Cruz ,3149150,2234,1066,173,202,72,614,5,0,1168,208,248,79,627,6,0
2849,Sudeste ,Minas Gerais ,Pedrinópolis ,3149200,694,316,110,128,5,73,0,0,378,101,158,6,113,0,0
2850,Sudeste ,Minas Gerais ,Pedro Leopoldo ,3149309,12742,6365,1597,1218,285,3250,12,3,6377,1499,1164,261,3437,14,2
2851,Sudeste ,Minas Gerais ,Pedro Teixeira ,3149408,348,182,6,107,26,43,0,0,166,1,105,12,48,0,0
2852,Sudeste ,Minas Gerais ,Pequeri ,3149507,741,375,97,150,53,75,0,0,366,108,137,66,55,0,0
2853,Sudeste ,Minas Gerais ,Pequi ,3149606,806,395,40,217,5,133,0,0,411,50,197,14,150,0,0
2854,Sudeste ,Minas Gerais ,Perdigão ,3149705,2693,1309,68,590,48,598,4,1,1384,72,596,44,672,0,0
2855,Sudeste ,Minas Gerais ,Perdizes ,3149804,3823,1913,47,958,50,854,3,1,1910,36,987,48,838,1,0
2856,Sudeste ,Minas Gerais ,Perdões ,3149903,4054,2055,492,780,135,637,9,2,1999,551,698,136,609,4,1
2857,Sudeste ,Minas Gerais ,Periquito ,3149952,1853,931,406,52,33,436,4,0,922,398,50,50,421,3,0
2858,Sudeste ,Minas Gerais ,Pescador ,3150000,728,347,14,49,12,271,1,0,381,23,52,15,290,1,0
2859,Sudeste ,Minas Gerais ,Piau ,3150109,466,226,27,107,34,58,0,0,240,28,123,30,59,0,0
2860,Sudeste ,Minas Gerais ,Piedade de Caratinga ,3150158,1993,967,286,265,24,386,4,2,1026,344,270,24,384,4,0
2861,Sudeste ,Minas Gerais ,Piedade de Ponte Nova ,3150208,891,432,10,105,41,274,2,0,459,18,102,43,294,2,0
2862,Sudeste ,Minas Gerais ,Piedade do Rio Grande ,3150307,701,345,6,194,20,124,1,0,356,3,201,32,120,0,0
2863,Sudeste ,Minas Gerais ,Piedade dos Gerais ,3150406,819,376,17,249,9,101,0,0,443,19,279,7,138,0,0
2864,Sudeste ,Minas Gerais ,Pimenta ,3150505,1332,659,67,366,22,202,2,0,673,73,377,35,187,1,0
2865,Sudeste ,Minas Gerais ,Pingo-d'Água ,3150539,1090,530,15,156,34,325,0,0,560,22,156,33,349,0,0
2866,Sudeste ,Minas Gerais ,Pintópolis ,3150570,1813,924,84,118,33,681,7,1,889,87,101,38,661,2,0
2867,Sudeste ,Minas Gerais ,Piracema ,3150604,1157,588,45,254,42,241,5,1,569,44,256,33,236,0,0
