,Regiao_Geografica,Unidade_da_Federacao,Municipio,Codigo_do_Municipio,Matriculas_Total,Matriculas_Fem_Total,MF_Nao_Declarada,MF_Branca,MF_Preta,MF_Parda,MF_Amarela,MF_Indigena,Matriculas_Masc_Total,MM_Nao_Declarada,MM_Branca,MM_Preta,MM_Parda,MM_Amarela,MM_Indigena
4803,Sul ,Rio Grande do Sul ,Fagundes Varela ,4307864,391,190,81,94,8,7,0,0,201,75,110,8,8,0,0
4804,Sul ,Rio Grande do Sul ,Farroupilha ,4307906,14085,6941,1358,4610,130,813,6,24,7144,1473,4692,119,827,4,29
4805,Sul ,Rio Grande do Sul ,Faxinal do Soturno ,4308003,1129,539,73,324,28,114,0,0,590,108,340,32,110,0,0
4806,Sul ,Rio Grande do Sul ,Faxinalzinho ,4308052,493,247,64,123,0,9,0,51,246,67,117,0,12,0,50
4807,Sul ,Rio Grande do Sul ,Fazenda Vilanova ,4308078,930,471,71,353,21,26,0,0,459,75,349,14,21,0,0
4808,Sul ,Rio Grande do Sul ,Feliz ,4308102,2748,1354,132,1144,26,52,0,0,1394,115,1200,20,59,0,0
4809,Sul ,Rio Grande do Sul ,Flores da Cunha ,4308201,5584,2763,520,2016,53,168,5,1,2821,490,2062,63,204,2,0
4810,Sul ,Rio Grande do Sul ,Floriano Peixoto ,4308250,227,111,20,81,0,9,1,0,116,20,92,0,4,0,0
4811,Sul ,Rio Grande do Sul ,Fontoura Xavier ,4308300,2140,1078,671,393,1,13,0,0,1062,632,419,1,10,0,0
4812,Sul ,Rio Grande do Sul ,Formigueiro ,4308409,1158,567,283,223,41,20,0,0,591,328,193,42,28,0,0
4813,Sul ,Rio Grande do Sul ,Forquetinha ,4308433,403,218,42,166,2,8,0,0,185,39,138,1,6,1,0
4814,Sul ,Rio Grande do Sul ,Fortaleza dos Valos ,4308458,834,389,126,244,2,16,1,0,445,127,297,0,21,0,0
4815,Sul ,Rio Grande do Sul ,Frederico Westphalen ,4308508,7148,3561,346,2858,25,318,3,11,3587,427,2861,24,267,1,7
4816,Sul ,Rio Grande do Sul ,Garibaldi ,4308607,5907,2864,261,2345,58,198,0,2,3043,346,2455,65,176,1,0
4817,Sul ,Rio Grande do Sul ,Garruchos ,4308656,473,217,36,177,1,3,0,0,256,57,195,0,4,0,0
4818,Sul ,Rio Grande do Sul ,Gaurama ,4308706,812,395,202,169,2,22,0,0,417,226,160,7,24,0,0
4819,Sul ,Rio Grande do Sul ,General Câmara ,4308805,1437,710,292,395,11,12,0,0,727,297,399,17,14,0,0
4820,Sul ,Rio Grande do Sul ,Gentil ,4308854,370,184,47,110,0,6,0,21,186,42,109,2,5,1,27
4821,Sul ,Rio Grande do Sul ,Getúlio Vargas ,4308904,3088,1542,53,1274,27,179,2,7,1546,56,1265,16,198,3,8
4822,Sul ,Rio Grande do Sul ,Giruá ,4309001,2819,1397,53,1124,13,205,2,0,1422,76,1121,14,208,2,1
4823,Sul ,Rio Grande do Sul ,Glorinha ,4309050,1571,778,100,607,27,44,0,0,793,128,603,23,38,0,1
4824,Sul ,Rio Grande do Sul ,Gramado ,4309100,8170,4049,919,2786,76,263,4,1,4121,907,2802,85,319,8,0
4825,Sul ,Rio Grande do Sul ,Gramado dos Loureiros ,4309126,622,307,78,88,0,23,0,118,315,86,76,0,21,0,132
4826,Sul ,Rio Grande do Sul ,Gramado Xavier ,4309159,664,305,114,165,1,25,0,0,359,144,187,1,27,0,0
4827,Sul ,Rio Grande do Sul ,Gravataí ,4309209,55456,27579,6728,17454,1544,1809,20,24,27877,6752,17776,1498,1812,18,21
4828,Sul ,Rio Grande do Sul ,Guabiju ,4309258,184,78,14,57,0,7,0,0,106,29,71,0,6,0,0
4829,Sul ,Rio Grande do Sul ,Guaíba ,4309308,20487,10031,1842,6629,643,896,5,16,10456,1894,6906,656,981,6,13
4830,Sul ,Rio Grande do Sul ,Guaporé ,4309407,5295,2536,443,1841,47,203,0,2,2759,511,1988,44,212,2,2
4831,Sul ,Rio Grande do Sul ,Guarani das Missões ,4309506,1582,704,302,356,3,43,0,0,878,303,513,3,59,0,0
4832,Sul ,Rio Grande do Sul ,Harmonia ,4309555,961,484,41,406,15,22,0,0,477,34,417,9,16,1,0
4833,Sul ,Rio Grande do Sul ,Herval ,4307104,1349,653,179,395,21,58,0,0,696,199,428,26,42,0,1
4834,Sul ,Rio Grande do Sul ,Herveiras ,4309571,541,260,20,220,5,14,1,0,281,25,231,5,20,0,0
4835,Sul ,Rio Grande do Sul ,Horizontina ,4309605,3855,1945,416,1349,13,165,1,1,1910,409,1321,11,169,0,0
4836,Sul ,Rio Grande do Sul ,Hulha Negra ,4309654,1254,621,49,442,23,106,0,1,633,61,459,14,98,1,0
4837,Sul ,Rio Grande do Sul ,Humaitá ,4309704,838,392,67,299,7,17,1,1,446,78,338,3,25,0,2
4838,Sul ,Rio Grande do Sul ,Ibarama ,4309753,668,332,3,294,5,30,0,0,336,5,302,1,28,0,0
4839,Sul ,Rio Grande do Sul ,Ibiaçá ,4309803,655,308,194,103,0,11,0,0,347,186,148,1,12,0,0
4840,Sul ,Rio Grande do Sul ,Ibiraiaras ,4309902,1099,553,42,397,1,42,0,71,546,51,373,5,47,0,70
4841,Sul ,Rio Grande do Sul ,Ibirapuitã ,4309951,720,329,28,258,6,33,4,0,391,34,299,10,40,8,0
4842,Sul ,Rio Grande do Sul ,Ibirubá ,4310009,4543,2182,733,1339,22,85,2,1,2361,852,1369,13,122,2,3
4843,Sul ,Rio Grande do Sul ,Igrejinha ,4310108,7384,3760,2324,1268,38,119,4,7,3624,2363,1122,32,95,4,8
4844,Sul ,Rio Grande do Sul ,Ijuí ,4310207,19122,9463,1360,6965,110,990,13,25,9659,1256,7184,127,1071,10,11
4845,Sul ,Rio Grande do Sul ,Ilópolis ,4310306,613,287,35,228,1,21,1,1,326,39,262,1,24,0,0
4846,Sul ,Rio Grande do Sul ,Imbé ,4310330,5859,2834,580,2047,73,131,1,2,3025,652,2168,65,138,1,1
4847,Sul ,Rio Grande do Sul ,Imigrante ,4310363,534,251,26,207,3,15,0,0,283,38,228,2,15,0,0
4848,Sul ,Rio Grande do Sul ,Independência ,4310405,1104,505,41,411,1,51,1,0,599,61,449,5,84,0,0
4849,Sul ,Rio Grande do Sul ,Inhacorá ,4310413,396,192,72,95,0,25,0,0,204,69,100,2,33,0,0
4850,Sul ,Rio Grande do Sul ,Ipê ,4310439,942,462,62,329,9,62,0,0,480,65,367,4,44,0,0
4851,Sul ,Rio Grande do Sul ,Ipiranga do Sul ,4310462,279,120,2,92,5,21,0,0,159,10,123,6,20,0,0
4852,Sul ,Rio Grande do Sul ,Iraí ,4310504,1600,765,85,458,1,43,0,178,835,75,503,2,50,0,205
4853,Sul ,Rio Grande do Sul ,Itaara ,4310538,1040,523,40,426,7,47,1,2,517,53,416,12,36,0,0
4854,Sul ,Rio Grande do Sul ,Itacurubi ,4310553,618,323,52,244,2,24,0,1,295,44,229,1,21,0,0
4855,Sul ,Rio Grande do Sul ,Itapuca ,4310579,419,207,57,148,0,2,0,0,212,39,166,0,7,0,0
4856,Sul ,Rio Grande do Sul ,Itaqui ,4310603,7869,3864,963,2277,56,559,3,6,4005,1031,2272,73,618,6,5
4857,Sul ,Rio Grande do Sul ,Itati ,4310652,597,280,104,158,3,14,0,1,317,123,180,3,11,0,0
4858,Sul ,Rio Grande do Sul ,Itatiba do Sul ,4310702,535,260,32,184,2,26,15,1,275,43,190,2,30,8,2
4859,Sul ,Rio Grande do Sul ,Ivorá ,4310751,286,152,30,96,2,24,0,0,134,44,78,2,10,0,0
4860,Sul ,Rio Grande do Sul ,Ivoti ,4310801,4792,2352,474,1771,16,84,5,2,2440,470,1850,19,96,4,1
4861,Sul ,Rio Grande do Sul ,Jaboticaba ,4310850,692,342,20,283,1,36,2,0,350,29,288,0,29,4,0
4862,Sul ,Rio Grande do Sul ,Jacuizinho ,4310876,437,199,131,46,1,21,0,0,238,168,58,0,12,0,0
4863,Sul ,Rio Grande do Sul ,Jacutinga ,4310900,557,288,144,109,0,21,14,0,269,138,94,1,19,17,0
4864,Sul ,Rio Grande do Sul ,Jaguarão ,4311007,5300,2672,1280,1257,50,85,0,0,2628,1301,1163,57,106,1,0
4865,Sul ,Rio Grande do Sul ,Jaguari ,4311106,1726,870,50,710,13,97,0,0,856,59,671,17,108,1,0
4866,Sul ,Rio Grande do Sul ,Jaquirana ,4311122,814,401,79,272,6,43,1,0,413,93,265,5,50,0,0
4867,Sul ,Rio Grande do Sul ,Jari ,4311130,550,264,61,186,3,14,0,0,286,72,197,2,15,0,0
4868,Sul ,Rio Grande do Sul ,Jóia ,4311155,1329,642,268,316,1,55,2,0,687,285,336,8,56,1,1
4869,Sul ,Rio Grande do Sul ,Júlio de Castilhos ,4311205,4323,2207,358,1490,109,247,1,2,2116,326,1486,90,212,1,1
4870,Sul ,Rio Grande do Sul ,Lagoa Bonita do Sul ,4311239,410,212,2,196,3,11,0,0,198,2,174,2,20,0,0
4871,Sul ,Rio Grande do Sul ,Lagoa dos Três Cantos ,4311270,346,155,77,74,0,4,0,0,191,115,75,1,0,0,0
4872,Sul ,Rio Grande do Sul ,Lagoa Vermelha ,4311304,5940,2877,840,1849,19,168,1,0,3063,950,1942,14,153,4,0
4873,Sul ,Rio Grande do Sul ,Lagoão ,4311254,983,477,61,359,14,43,0,0,506,64,381,17,44,0,0
4874,Sul ,Rio Grande do Sul ,Lajeado ,4311403,20276,9969,2480,6582,303,574,5,25,10307,2641,6762,284,587,7,26
4875,Sul ,Rio Grande do Sul ,Lajeado do Bugre ,4311429,641,331,18,271,0,25,0,17,310,13,236,0,46,0,15
4876,Sul ,Rio Grande do Sul ,Lavras do Sul ,4311502,1365,684,138,415,56,72,2,1,681,134,433,54,60,0,0
4877,Sul ,Rio Grande do Sul ,Liberato Salzano ,4311601,843,396,86,237,0,24,0,49,447,88,263,5,37,0,54
4878,Sul ,Rio Grande do Sul ,Lindolfo Collor ,4311627,1447,685,488,178,3,16,0,0,762,557,193,1,11,0,0
4879,Sul ,Rio Grande do Sul ,Linha Nova ,4311643,243,126,5,117,0,4,0,0,117,5,111,0,1,0,0
4880,Sul ,Rio Grande do Sul ,Maçambará ,4311718,1137,551,262,246,6,36,1,0,586,283,268,4,31,0,0
4881,Sul ,Rio Grande do Sul ,Machadinho ,4311700,1070,528,142,306,7,71,2,0,542,118,343,7,73,1,0
4882,Sul ,Rio Grande do Sul ,Mampituba ,4311734,589,292,66,204,3,18,0,1,297,75,215,4,3,0,0
4883,Sul ,Rio Grande do Sul ,Manoel Viana ,4311759,1190,581,128,406,2,45,0,0,609,154,410,4,40,0,1
4884,Sul ,Rio Grande do Sul ,Maquiné ,4311775,1353,648,365,233,22,18,0,10,705,393,254,16,24,0,18
4885,Sul ,Rio Grande do Sul ,Maratá ,4311791,409,193,56,133,3,1,0,0,216,49,162,2,3,0,0
4886,Sul ,Rio Grande do Sul ,Marau ,4311809,9016,4516,2223,1937,92,254,4,6,4500,2332,1849,68,246,5,0
4887,Sul ,Rio Grande do Sul ,Marcelino Ramos ,4311908,639,298,66,197,0,35,0,0,341,86,216,2,37,0,0
4888,Sul ,Rio Grande do Sul ,Mariana Pimentel ,4311981,651,312,26,241,3,26,0,16,339,25,258,6,35,0,15
4889,Sul ,Rio Grande do Sul ,Mariano Moro ,4312005,316,169,14,129,1,23,2,0,147,12,117,0,18,0,0
4890,Sul ,Rio Grande do Sul ,Marques de Souza ,4312054,596,295,30,244,1,18,0,2,301,39,245,0,17,0,0
4891,Sul ,Rio Grande do Sul ,Mata ,4312104,719,351,39,270,12,29,1,0,368,43,292,7,26,0,0
4892,Sul ,Rio Grande do Sul ,Mato Castelhano ,4312138,463,247,62,154,1,3,0,27,216,47,143,0,5,2,19
4893,Sul ,Rio Grande do Sul ,Mato Leitão ,4312153,945,488,8,427,17,36,0,0,457,4,417,7,29,0,0
4894,Sul ,Rio Grande do Sul ,Mato Queimado ,4312179,317,157,5,137,1,14,0,0,160,2,137,0,21,0,0
4895,Sul ,Rio Grande do Sul ,Maximiliano de Almeida ,4312203,748,374,83,211,3,77,0,0,374,65,221,5,82,0,1
4896,Sul ,Rio Grande do Sul ,Minas do Leão ,4312252,1677,868,262,538,23,40,5,0,809,235,491,29,54,0,0
4897,Sul ,Rio Grande do Sul ,Miraguaí ,4312302,1189,601,44,431,0,14,0,112,588,44,417,2,32,0,93
4898,Sul ,Rio Grande do Sul ,Montauri ,4312351,226,113,45,68,0,0,0,0,113,47,64,0,2,0,0
4899,Sul ,Rio Grande do Sul ,Monte Alegre dos Campos ,4312377,665,305,57,200,4,43,1,0,360,62,225,9,62,0,2
4900,Sul ,Rio Grande do Sul ,Monte Belo do Sul ,4312385,376,184,133,46,1,2,2,0,192,157,32,0,3,0,0
4901,Sul ,Rio Grande do Sul ,Montenegro ,4312401,14766,7218,1181,5232,328,460,6,11,7548,1226,5562,299,455,0,6
4902,Sul ,Rio Grande do Sul ,Mormaço ,4312427,543,273,42,224,1,6,0,0,270,37,220,2,11,0,0
4903,Sul ,Rio Grande do Sul ,Morrinhos do Sul ,4312443,492,226,41,181,0,4,0,0,266,63,199,0,4,0,0
4904,Sul ,Rio Grande do Sul ,Morro Redondo ,4312450,1046,500,63,396,22,18,1,0,546,54,446,22,23,1,0
4905,Sul ,Rio Grande do Sul ,Morro Reuter ,4312476,1071,506,202,290,2,11,0,1,565,240,306,1,18,0,0
4906,Sul ,Rio Grande do Sul ,Mostardas ,4312500,2276,1111,196,698,74,143,0,0,1165,193,749,85,136,1,1
4907,Sul ,Rio Grande do Sul ,Muçum ,4312609,853,432,23,367,11,31,0,0,421,21,372,5,21,2,0
4908,Sul ,Rio Grande do Sul ,Muitos Capões ,4312617,556,280,4,220,11,44,0,1,276,6,203,14,51,2,0
4909,Sul ,Rio Grande do Sul ,Muliterno ,4312625,380,180,69,47,0,2,0,62,200,59,63,0,4,0,74
4910,Sul ,Rio Grande do Sul ,Não-Me-Toque ,4312658,3705,1810,176,1501,25,107,0,1,1895,216,1509,26,141,1,2
4911,Sul ,Rio Grande do Sul ,Nicolau Vergueiro ,4312674,386,194,84,106,3,1,0,0,192,77,105,2,8,0,0
4912,Sul ,Rio Grande do Sul ,Nonoai ,4312708,2813,1411,558,605,16,93,2,137,1402,620,590,11,90,4,87
4913,Sul ,Rio Grande do Sul ,Nova Alvorada ,4312757,630,334,25,297,4,8,0,0,296,14,270,3,8,0,1
4914,Sul ,Rio Grande do Sul ,Nova Araçá ,4312807,1133,580,320,163,1,96,0,0,553,336,125,3,89,0,0
4915,Sul ,Rio Grande do Sul ,Nova Bassano ,4312906,1434,693,326,317,4,46,0,0,741,370,324,4,43,0,0
4916,Sul ,Rio Grande do Sul ,Nova Boa Vista ,4312955,431,202,9,183,1,8,0,1,229,12,213,1,3,0,0
4917,Sul ,Rio Grande do Sul ,Nova Bréscia ,4313003,440,223,9,195,7,12,0,0,217,4,190,3,20,0,0
4918,Sul ,Rio Grande do Sul ,Nova Candelária ,4313011,548,259,58,191,1,9,0,0,289,76,204,1,8,0,0
4919,Sul ,Rio Grande do Sul ,Nova Esperança do Sul ,4313037,918,465,15,416,3,31,0,0,453,30,394,3,25,1,0
4920,Sul ,Rio Grande do Sul ,Nova Hartz ,4313060,4319,2146,997,1031,20,88,4,6,2173,1062,986,25,97,2,1
4921,Sul ,Rio Grande do Sul ,Nova Pádua ,4313086,323,157,12,134,3,6,0,2,166,16,142,1,4,0,3
4922,Sul ,Rio Grande do Sul ,Nova Palma ,4313102,933,477,137,283,15,42,0,0,456,138,260,11,46,0,1
4923,Sul ,Rio Grande do Sul ,Nova Petrópolis ,4313201,4553,2263,244,1852,23,143,0,1,2290,295,1854,13,120,5,3
4924,Sul ,Rio Grande do Sul ,Nova Prata ,4313300,5040,2421,1540,772,16,89,3,1,2619,1720,793,14,89,2,1
4925,Sul ,Rio Grande do Sul ,Nova Ramada ,4313334,361,173,28,131,0,14,0,0,188,28,143,0,17,0,0
4926,Sul ,Rio Grande do Sul ,Nova Roma do Sul ,4313359,518,259,15,217,0,25,1,1,259,19,219,2,19,0,0
4927,Sul ,Rio Grande do Sul ,Nova Santa Rita ,4313375,6290,3142,2017,1009,29,86,0,1,3148,2033,985,26,101,2,1
4928,Sul ,Rio Grande do Sul ,Novo Barreiro ,4313490,778,344,139,193,0,12,0,0,434,209,204,0,21,0,0
4929,Sul ,Rio Grande do Sul ,Novo Cabrais ,4313391,616,291,6,239,23,23,0,0,325,5,264,25,31,0,0
4930,Sul ,Rio Grande do Sul ,Novo Hamburgo ,4313409,57136,28091,4845,20605,816,1756,34,35,29045,4777,21518,795,1890,38,27
4931,Sul ,Rio Grande do Sul ,Novo Machado ,4313425,467,232,33,193,0,6,0,0,235,35,188,0,12,0,0
4932,Sul ,Rio Grande do Sul ,Novo Tiradentes ,4313441,485,251,109,134,0,8,0,0,234,106,116,1,11,0,0
4933,Sul ,Rio Grande do Sul ,Novo Xingu ,4313466,281,132,36,91,1,3,0,1,149,38,107,1,1,1,1
4934,Sul ,Rio Grande do Sul ,Osório ,4313508,11164,5535,1180,3783,186,366,3,17,5629,1358,3698,204,343,4,22
4935,Sul ,Rio Grande do Sul ,Paim Filho ,4313607,531,261,30,188,2,41,0,0,270,28,187,4,51,0,0
4936,Sul ,Rio Grande do Sul ,Palmares do Sul ,4313656,2538,1291,280,797,102,110,0,2,1247,272,745,88,139,2,1
4937,Sul ,Rio Grande do Sul ,Palmeira das Missões ,4313706,8103,3955,922,2675,51,303,3,1,4148,1038,2738,35,331,5,1
4938,Sul ,Rio Grande do Sul ,Palmitinho ,4313805,1625,776,83,607,3,79,1,3,849,108,657,9,71,1,3
4939,Sul ,Rio Grande do Sul ,Panambi ,4313904,9366,4415,127,3715,37,526,8,2,4951,139,4160,52,596,0,4
4940,Sul ,Rio Grande do Sul ,Pantano Grande ,4313953,2005,985,83,681,86,135,0,0,1020,85,716,83,135,1,0
4941,Sul ,Rio Grande do Sul ,Paraí ,4314001,1270,619,230,358,5,24,1,1,651,253,356,6,30,1,5
4942,Sul ,Rio Grande do Sul ,Paraíso do Sul ,4314027,992,471,62,348,19,40,1,1,521,57,381,28,55,0,0
4943,Sul ,Rio Grande do Sul ,Pareci Novo ,4314035,832,385,67,308,5,5,0,0,447,70,368,2,7,0,0
4944,Sul ,Rio Grande do Sul ,Parobé ,4314050,11443,5566,3622,1733,39,157,12,3,5877,3878,1786,49,146,8,10
4945,Sul ,Rio Grande do Sul ,Passa Sete ,4314068,717,337,6,309,3,18,1,0,380,10,348,5,17,0,0
4946,Sul ,Rio Grande do Sul ,Passo do Sobrado ,4314076,992,500,30,437,18,14,1,0,492,24,425,22,21,0,0
4947,Sul ,Rio Grande do Sul ,Passo Fundo ,4314100,41762,20632,8298,10608,238,1434,18,36,21130,8811,10435,265,1559,19,41
4948,Sul ,Rio Grande do Sul ,Paulo Bento ,4314134,335,175,44,96,2,14,19,0,160,45,88,1,12,14,0
4949,Sul ,Rio Grande do Sul ,Paverama ,4314159,1269,582,61,493,11,17,0,0,687,58,585,8,34,2,0
4950,Sul ,Rio Grande do Sul ,Pedras Altas ,4314175,367,187,16,123,10,38,0,0,180,15,121,10,34,0,0
4951,Sul ,Rio Grande do Sul ,Pedro Osório ,4314209,1516,758,359,327,26,46,0,0,758,361,316,37,44,0,0
4952,Sul ,Rio Grande do Sul ,Pejuçara ,4314308,718,349,4,305,4,35,0,1,369,11,322,2,32,2,0
4953,Sul ,Rio Grande do Sul ,Pelotas ,4314407,67968,34364,4060,23223,3741,3266,45,29,33604,4018,22847,3498,3177,36,28
4954,Sul ,Rio Grande do Sul ,Picada Café ,4314423,979,501,54,414,2,31,0,0,478,51,391,2,34,0,0
4955,Sul ,Rio Grande do Sul ,Pinhal ,4314456,690,313,6,284,2,19,2,0,377,5,346,3,23,0,0
4956,Sul ,Rio Grande do Sul ,Pinhal da Serra ,4314464,415,206,69,123,0,14,0,0,209,76,120,0,13,0,0
4957,Sul ,Rio Grande do Sul ,Pinhal Grande ,4314472,668,327,73,199,2,53,0,0,341,72,227,3,38,0,1
4958,Sul ,Rio Grande do Sul ,Pinheirinho do Vale ,4314498,963,452,128,268,1,55,0,0,511,151,289,2,68,0,1
4959,Sul ,Rio Grande do Sul ,Pinheiro Machado ,4314506,1921,930,4,618,85,223,0,0,991,5,636,113,234,3,0
4960,Sul ,Rio Grande do Sul ,Pinto Bandeira ,4314548,390,197,65,124,2,6,0,0,193,66,120,1,4,0,2
4961,Sul ,Rio Grande do Sul ,Pirapó ,4314555,338,150,86,56,1,7,0,0,188,116,62,1,9,0,0
4962,Sul ,Rio Grande do Sul ,Piratini ,4314605,2950,1437,123,1111,89,110,1,3,1513,162,1122,101,118,4,6
4963,Sul ,Rio Grande do Sul ,Planalto ,4314704,1976,950,36,649,16,71,1,177,1026,39,710,12,70,0,195
4964,Sul ,Rio Grande do Sul ,Poço das Antas ,4314753,421,201,19,165,8,8,1,0,220,18,183,4,15,0,0
4965,Sul ,Rio Grande do Sul ,Pontão ,4314779,603,285,200,71,1,8,0,5,318,241,61,1,14,0,1
4966,Sul ,Rio Grande do Sul ,Ponte Preta ,4314787,258,127,55,65,0,7,0,0,131,56,68,0,7,0,0
4967,Sul ,Rio Grande do Sul ,Portão ,4314803,8133,3927,373,3223,95,227,5,4,4206,413,3449,87,250,2,5
4968,Sul ,Rio Grande do Sul ,Porto Alegre ,4314902,290421,150673,35672,79518,16477,18202,455,349,139748,33340,74923,14771,16109,300,305
4969,Sul ,Rio Grande do Sul ,Porto Lucena ,4315008,560,283,6,251,0,26,0,0,277,6,242,0,29,0,0
4970,Sul ,Rio Grande do Sul ,Porto Mauá ,4315057,347,177,50,92,0,35,0,0,170,49,89,3,29,0,0
4971,Sul ,Rio Grande do Sul ,Porto Vera Cruz ,4315073,221,109,7,95,0,7,0,0,112,7,96,0,9,0,0
4972,Sul ,Rio Grande do Sul ,Porto Xavier ,4315107,1985,1003,38,738,7,220,0,0,982,43,716,5,217,1,0
4973,Sul ,Rio Grande do Sul ,Pouso Novo ,4315131,311,151,67,82,2,0,0,0,160,66,89,1,4,0,0
4974,Sul ,Rio Grande do Sul ,Presidente Lucena ,4315149,599,292,29,240,2,20,1,0,307,23,263,2,19,0,0
4975,Sul ,Rio Grande do Sul ,Progresso ,4315156,843,415,40,345,1,29,0,0,428,45,352,1,28,2,0
4976,Sul ,Rio Grande do Sul ,Protásio Alves ,4315172,318,151,61,83,2,5,0,0,167,62,94,2,9,0,0
4977,Sul ,Rio Grande do Sul ,Putinga ,4315206,545,268,63,195,1,8,0,1,277,64,206,0,7,0,0
4978,Sul ,Rio Grande do Sul ,Quaraí ,4315305,5200,2634,481,1955,48,147,1,2,2566,497,1876,46,145,1,1
4979,Sul ,Rio Grande do Sul ,Quatro Irmãos ,4315313,267,139,50,58,2,29,0,0,128,43,60,1,23,1,0
4980,Sul ,Rio Grande do Sul ,Quevedos ,4315321,446,199,68,122,1,7,1,0,247,101,130,2,14,0,0
4981,Sul ,Rio Grande do Sul ,Quinze de Novembro ,4315354,776,414,178,225,3,8,0,0,362,174,177,0,11,0,0
4982,Sul ,Rio Grande do Sul ,Redentora ,4315404,2604,1243,33,429,3,96,0,682,1361,47,472,4,136,0,702
4983,Sul ,Rio Grande do Sul ,Relvado ,4315453,261,127,8,104,3,12,0,0,134,14,108,4,8,0,0
4984,Sul ,Rio Grande do Sul ,Restinga Sêca ,4315503,2614,1284,646,532,48,57,1,0,1330,676,527,61,65,1,0
4985,Sul ,Rio Grande do Sul ,Rio dos Índios ,4315552,539,269,92,138,0,11,0,28,270,76,147,1,11,0,35
4986,Sul ,Rio Grande do Sul ,Rio Grande ,4315602,41726,20904,7003,10747,1203,1923,11,17,20822,7002,10686,1129,1963,19,23
4987,Sul ,Rio Grande do Sul ,Rio Pardo ,4315701,6811,3428,830,2104,249,237,3,5,3383,870,2077,222,213,1,0
4988,Sul ,Rio Grande do Sul ,Riozinho ,4315750,854,430,212,186,4,27,0,1,424,225,177,4,15,0,3
4989,Sul ,Rio Grande do Sul ,Roca Sales ,4315800,2319,1149,119,953,20,55,0,2,1170,121,970,13,66,0,0
4990,Sul ,Rio Grande do Sul ,Rodeio Bonito ,4315909,1308,630,79,521,5,25,0,0,678,80,548,5,43,0,2
4991,Sul ,Rio Grande do Sul ,Rolador ,4315958,342,161,22,123,3,13,0,0,181,29,137,0,15,0,0
4992,Sul ,Rio Grande do Sul ,Rolante ,4316006,4730,2329,356,1786,23,160,4,0,2401,378,1830,28,157,7,1
4993,Sul ,Rio Grande do Sul ,Ronda Alta ,4316105,1575,739,189,388,7,66,0,89,836,226,437,7,68,1,97
4994,Sul ,Rio Grande do Sul ,Rondinha ,4316204,800,441,116,307,1,17,0,0,359,105,242,0,12,0,0
4995,Sul ,Rio Grande do Sul ,Roque Gonzales ,4316303,1027,509,19,396,2,92,0,0,518,24,406,12,76,0,0
4996,Sul ,Rio Grande do Sul ,Rosário do Sul ,4316402,6907,3484,517,2562,138,264,2,1,3423,456,2514,152,299,0,2
4997,Sul ,Rio Grande do Sul ,Sagrada Família ,4316428,496,241,111,124,0,6,0,0,255,124,127,1,3,0,0
4998,Sul ,Rio Grande do Sul ,Saldanha Marinho ,4316436,451,231,8,195,4,24,0,0,220,4,187,9,20,0,0
4999,Sul ,Rio Grande do Sul ,Salto do Jacuí ,4316451,2137,1069,115,797,16,68,0,73,1068,133,791,17,65,0,62
5000,Sul ,Rio Grande do Sul ,Salvador das Missões ,4316477,450,219,21,173,2,23,0,0,231,15,192,2,20,1,1
5001,Sul ,Rio Grande do Sul ,Salvador do Sul ,4316501,1392,651,34,571,6,40,0,0,741,38,658,14,31,0,0
5002,Sul ,Rio Grande do Sul ,Sananduva ,4316600,2797,1364,64,1106,14,179,0,1,1433,70,1162,10,189,1,1
5003,Sul ,Rio Grande do Sul ,Sant'Ana do Livramento ,4317103,16718,8370,1944,5323,482,612,7,2,8348,1976,5216,511,637,5,3
5004,Sul ,Rio Grande do Sul ,Santa Bárbara do Sul ,4316709,1501,706,330,331,5,32,7,1,795,375,376,8,34,2,0
5005,Sul ,Rio Grande do Sul ,Santa Cecília do Sul ,4316733,289,132,6,112,1,12,0,1,157,9,135,0,12,0,1
5006,Sul ,Rio Grande do Sul ,Santa Clara do Sul ,4316758,1281,622,111,483,5,23,0,0,659,126,494,11,28,0,0
5007,Sul ,Rio Grande do Sul ,Santa Cruz do Sul ,4316808,26693,13034,1109,10017,629,1254,18,7,13659,1184,10478,645,1334,9,9
5008,Sul ,Rio Grande do Sul ,Santa Margarida do Sul ,4316972,456,220,44,161,3,12,0,0,236,57,156,6,17,0,0
5009,Sul ,Rio Grande do Sul ,Santa Maria ,4316907,56870,28470,4963,19439,1250,2709,26,83,28400,4824,19432,1210,2826,20,88
5010,Sul ,Rio Grande do Sul ,Santa Maria do Herval ,4316956,983,473,264,202,0,6,0,1,510,276,230,0,4,0,0
5011,Sul ,Rio Grande do Sul ,Santa Rosa ,4317202,17265,8433,1316,6395,99,614,6,3,8832,1465,6665,72,622,6,2
5012,Sul ,Rio Grande do Sul ,Santa Tereza ,4317251,181,97,39,57,1,0,0,0,84,33,50,1,0,0,0
5013,Sul ,Rio Grande do Sul ,Santa Vitória do Palmar ,4317301,6319,3115,1154,1598,127,235,1,0,3204,1181,1647,138,235,1,2
5014,Sul ,Rio Grande do Sul ,Santana da Boa Vista ,4317004,1444,690,197,449,17,26,1,0,754,219,485,24,25,1,0
5015,Sul ,Rio Grande do Sul ,Santiago ,4317400,10449,5338,1320,3625,43,344,1,5,5111,1063,3696,40,305,0,7
